"","id","price"
"1",6414100192,477769.206666667
"2",6054650070,402774.9515
"3",16000397,214376.588333333
"4",2524049179,1395114.22
"5",8562750320,597421.096333334
"6",7589200193,535645.5725
"7",9547205180,699838.643333333
"8",1432701230,243009.4395
"9",8035350320,560275.84
"10",7231300125,409021.524166667
"11",2799800710,331650.793166667
"12",8079040320,405860.123333333
"13",5072410070,424972.610333333
"14",1189001180,510714.924
"15",3253500160,649334.616666667
"16",1274500060,214482.126833333
"17",1525059190,1288646.875
"18",8820901275,519749.373333333
"19",4036801170,483201.734666667
"20",2391600320,413603.348
"21",6300000287,356799.301666667
"22",9418400240,393968.626333333
"23",1332700270,294633.408428571
"24",3422049190,308044.698333333
"25",1099611230,207789.587
"26",3530510041,236024.466666667
"27",9545230140,598256.997
"28",6126500060,445130.1595
"29",8961960160,546190.483333333
"30",3626039325,1086520.16583333
"31",4060000240,204656.107333333
"32",6675500070,398447.308333333
"33",3524049083,394947.816333333
"34",4058801670,467957.297
"35",921049315,248099.206333333
"36",4232901525,504335.92
"37",1777500060,674883.3875
"38",8075400570,358974.249333333
"39",7855801670,1562046.80833333
"40",7920100045,349980.4025
"41",6388930390,762848.946333333
"42",8731900200,301983.3775
"43",84000105,322815.027666667
"44",3756500060,409402.345
"45",3574800520,431875.724333333
"46",1836980160,742991.526666667
"47",1999700045,320505.576666667
"48",1954440060,527409.974
"49",7796450200,271805.467833333
"50",7549802535,441448.768333333
"51",3278600320,506121.804666667
"52",3542300060,213188.536
"53",2222059065,333158.651666667
"54",6300000550,605777.982
"55",7202340400,480263.362333333
"56",3677400445,602937.454333333
"57",8029510030,416630.403833333
"58",2025069065,1564326.5975
"59",5127001620,305262.707
"60",1400300055,326088.353333333
"61",7974200510,484143.123666667
"62",7960900060,2362031.66666667
"63",6378500125,347610.928666667
"64",4215100060,388780.156833333
"65",7424700045,1503042.07833333
"66",7214810350,465640.143666667
"67",9297300045,757543.029666667
"68",3260800030,333389.930666667
"69",3416600800,862897.066666667
"70",1860600135,1489427
"71",2597650240,512177.515666667
"72",3530210260,751371.5625
"73",3179100060,1099561.5735
"74",4268200055,337522.539833333
"75",6414100671,480220.676666667
"76",7325600160,222633.575
"77",2757000030,899169.159
"78",616000140,338904.401166667
"79",9262800171,273260.943166667
"80",6607000126,433786.3165
"81",8856950070,324562.815833333
"82",6116500075,552363.628
"83",1118500030,867017.503833333
"84",424069250,606813.846666667
"85",1545804860,262121.466666667
"86",8651600160,804759.02
"87",7375300160,615450.588
"88",5175800060,605078.675
"89",1151100070,461502.54
"90",8856950240,326489.530833333
"91",936000060,421509.0985
"92",1324059104,634667.832333333
"93",7702010030,592157.875
"94",1742800030,656516.6175
"95",1843100340,370426.519833333
"96",7282300125,302496.219333333
"97",3629920030,426294.424166667
"98",2205700350,483180.276166667
"99",9238901420,417480.152666667
"100",1432400335,245248.675
"101",7453000070,263689.269333333
"102",4348800030,685929.974166667
"103",7202331420,644159.979666667
"104",1521069070,218511.487666667
"105",622049114,2196854.49166667
"106",7899800860,284532.701666667
"107",2473420140,354544.491666667
"108",4025300135,375905.865166667
"109",4376700570,598073.158166667
"110",1921069084,446697.901666667
"111",2436701180,664452.210333334
"112",1714900060,479502.866666667
"113",3876300310,444785.418333333
"114",9542830350,307859.297833333
"115",8651100140,1099067.217
"116",6865200444,497959.02
"117",5631500868,600025.179
"118",7548300731,666812.790666667
"119",7212652180,309136.587833333
"120",4140090320,591843.022
"121",7852180340,450348.694
"122",2490200320,473334.523333333
"123",2586800270,254235.35
"124",3226200105,378202.484333333
"125",9412200260,451567.601666667
"126",2525500260,321182.929
"127",6067910030,664594.282333333
"128",3558900070,527433.402
"129",3013300288,572169.526666667
"130",2346200030,848431.669833333
"131",1321710030,352640.376666667
"132",1566100400,406367.211666667
"133",5450900060,1595337.3
"134",2013200390,296304.603166667
"135",766500030,277730.495
"136",3832200070,253801.11
"137",3793500550,301177.465833333
"138",6431000270,457063.597333333
"139",4021100045,612889.8725
"140",9346980140,581313.3415
"141",826069046,603103.448333333
"142",1771000890,350090.316666667
"143",9277200111,610618.600333333
"144",579003610,542450.235833333
"145",3432500200,320353.674333333
"146",8682300890,690999.642833333
"147",9273200140,1514341.09266667
"148",9542300320,846850.1265
"149",8856940060,361014.241166667
"150",2972300060,358292.983333333
"151",8146100270,852138.511333334
"152",2612000390,340352.023309524
"153",3191000240,433199.352
"154",8731901940,269358.574666667
"155",2688100071,450554.331666667
"156",2608300030,361782.068833333
"157",1623049062,166240.000166667
"158",3885805935,649028.088666667
"159",3904980030,488937.412142857
"160",6067900060,600303.030833333
"161",1421069208,443313.636
"162",5014600240,761654.226
"163",2061100570,644151.905
"164",5066400483,248693.948333333
"165",4164100160,459100.712
"166",2359300030,475297.643
"167",6403310060,511502.378666667
"168",4039300400,504897.568666667
"169",2110200036,658328.916333333
"170",1387300070,341729.342333333
"171",2324800070,742399.911
"172",2460700260,305136.491333333
"173",3224800075,232306.155833333
"174",739980260,301321.580833333
"175",2465400036,887081.553333333
"176",3395070640,328819.066833333
"177",65000400,545005.810833333
"178",8712100575,1040465.19683333
"179",6203000160,500905.3485
"180",8691300860,752924.510333334
"181",510002065,645156.811333333
"182",4298100070,644222.508333333
"183",1842000140,383744.463333333
"184",5462100240,214475.518833333
"185",1455100116,513415.919666667
"186",1703050200,678532.919333333
"187",100600860,183585.826666667
"188",421049116,211228.306333333
"189",1777500160,873681.769333333
"190",3904910320,491936.182809524
"191",461004720,564462.759666667
"192",4310700570,362414.468
"193",2025700860,276266.483333333
"194",1370804430,576937.841666667
"195",2267000160,509700.103333333
"196",2424059035,905036.1845
"197",7215722010,490935.94
"198",2892600016,206219.6
"199",5255710160,479550.7
"200",5309101200,671034.4715
"201",3524039204,956137.675
"202",809001070,719995.318666666
"203",8699800060,322153.994166667
"204",2473002080,474594.177166667
"205",1081300370,359452.133333333
"206",2484200171,617013.324
"207",7202290160,455146.535
"208",2197600451,604785.870833333
"209",2505500030,935143.779333333
"210",2770604942,796455.813333333
"211",7831800505,330461.596666667
"212",255520260,814510.25
"213",3450300240,321488.49
"214",3324069070,330012.993333333
"215",4427100030,381518.591666667
"216",2171400126,253324.641666667
"217",9554200105,598522.915
"218",3320000810,417948.575833333
"219",2537500140,760748.742666667
"220",809002435,637630.181666667
